237.152,173.088,218.744,170.798,229.713,194.723,191.812,205.214,276.996,199.73,235.113,176.952,229.706,188.686,209.263,182.188,215.461,201.064,218.056,176.481,209.46,173.44,257.645,176.771,222.075,176.01,240.184,160.338,221.477,169.434,248.875,197.031,212.786,208.61,194.928,203.925,267.392,196.632,250.258,161.557,208.33,165.322,246.535,185.847,217.624,186.876,246.658,169.171,246.914,184.094,260.091,179.849,260.741,182.654,230.638,179.117,231.332,188.891,238.406,186.267,226.949,190.089,226.583,177.491,226.137,180.973,216.689,182.08,199.162,190.609,184.448,159.713,230.889,177.897,251.677,173.174,240.695,171.411,250.348,191.845,242.848,170.783,252.355,184.913,246.444,184.567,277.049,173.818,255.616,175.944,278.163,184.119,237.544,170.339,213.41,163.905,226.634,152.478,213.055,170.92,210.301,160.679,217.045,154.767,189.656,205.369,196.163,193.237,223.945,166.357,227.129,189.03,272.755,207.943,212.668,181.229,191.035,163.84,187.563,173.913,198.842,197.28,255.659,162.397,229.528,160.002,239.932,213.255,297.876,185.748,236.243,139.389,228.405,153.585,229.636,172.521,208.192,172.009,201.774,171.308,188.204,188.487,211.937,174.408,197.858,164.073,238.141,184.191,215.294,174.496,185.523,221.708,232.441,191.365,213.705,184.716,231.937,186.055,226.672,194.693,247.455,193.315,235.292,182.286,242.384,201.196,254.169,184.077,285.578,171.513,262.904,190.43,217.657,171.507,217.752,183.944
239.597,178.685,223.631,179.943,236.745,200.014,199.417,211.884,283.167,206.757,241.324,183.023,234.666,195.16,213.703,190.045,223.202,207.022,222.567,183.293,215.026,180.082,262.277,185.783,228.562,182.43,242.837,167.9,227.369,176.475,254.144,204.853,220.965,213.913,202.399,209.736,272.395,203.65,254.933,170.477,213.451,171.518,251.866,193.519,225.409,194.204,252.967,175.496,252.992,189.084,266.229,185.418,265.519,190.711,237.764,188.033,237.034,194.92,244.421,192.815,231.953,198.724,234.625,183.545,235.049,186.033,223.811,188.232,207.663,197.365,188.181,167.601,236.386,184.171,256.74,179.413,246.542,179.114,256.62,200.009,248.59,176.354,257.137,190.708,254.65,189.719,279.867,180.531,262.048,181.845,282.046,192.687,242.818,178.066,219.042,171.63,230.089,159.55,216.586,178.784,215.983,170.4,223.264,162.83,197.773,211.606,203.481,201.869,228.814,173.82,234.978,192.453,278.906,214.538,218.936,189.316,199.417,171.658,192.479,180.937,205.701,203.316,259.357,169.593,236.235,167.418,247.107,219.417,300.399,192.011,242.194,147.388,234.869,161.283,235.355,181.139,213.607,180.428,207.123,178.039,194.779,193.952,222.365,179.254,205.776,169.646,243.976,191.472,218.084,183.142,191.86,226.726,239.668,195.485,221.738,190.775,237.107,192.859,230.731,201.512,255.051,199.391,241.181,188.973,248.283,206.709,262.353,191.395,290.343,178.989,268.785,196.217,223.42,180.588,221.488,193.077
239.764,185.814,222.368,188.347,238.475,208.332,200.87,219.495,284.56,215.283,241.136,190.113,232.468,203.081,214.244,197.837,224.62,213.563,223.041,190.17,216.143,187.479,260.692,194.711,227.452,189.831,239.264,174.809,226.047,183.758,254.107,211.681,221.896,222.33,203.879,216.118,271.293,210.164,255.019,178.757,212.963,178.925,252.121,201.147,227.558,201.786,250.469,182.945,254.197,195.584,266.88,192.979,264.224,198.692,237.151,197.249,236.912,202.114,246.152,200.588,232.349,208.018,235.578,190.567,236.854,194.123,223.825,196.172,209.503,205.891,187.055,175.403,237.476,192.432,255.242,186.279,247.367,186.233,257.166,208.926,249.505,182.568,255.41,196.784,253.096,195.795,277.723,186.513,262.402,189.041,279.141,199.698,242.284,186.601,217.676,178.157,227.06,166.06,215.345,186.915,215.29,179.58,221.364,169.596,199.78,219.477,203.375,210.63,228.645,180.892,236.563,199.781,279.756,222.167,220.235,198.144,198.415,180.158,192.955,188.081,206.308,209.94,258.806,176.499,234.057,174.76,248.425,226.253,298.627,198.504,240.685,154.637,235.342,169.867,234.749,189.106,212.675,187.608,205.812,184.871,195.683,200.176,224.177,187.913,204.964,175.955,243.605,199.375,216.901,189.713,195.498,232.959,239.826,201.889,222.598,199.006,236.573,199.761,230.12,208.656,254.314,207.143,242.634,196.135,250.421,213.748,263.648,199.361,288.532,185.745,268.314,203.457,222.308,190.116,219.374,200.408
237.527,191.952,215.834,191.078,234.242,215.537,195.016,223.324,280.704,221.269,235.252,193.862,225.179,208.023,210.344,201.239,219.517,217.446,219.613,194.153,212.296,192.312,254.195,198.926,219.219,193.178,231.743,177.419,219.511,188.028,249.211,213.749,215.441,229.093,199.185,219.665,264.92,212.988,250.235,181.881,207.984,184.467,247.893,205.448,223.121,205.976,241.378,186.325,250.122,200.283,261.726,198.053,258.033,202.415,229.472,202.339,231.672,206.179,242.595,205.45,228.289,213.841,229.075,194.405,231.09,200.991,217.094,201.474,203.645,210.884,182.094,179.522,234.006,198.559,248.605,189.316,242.968,189.815,252.002,213.595,245.24,186.285,248.393,199.994,242.853,199.202,272.524,190.324,257.057,193.835,271.098,200.965,236.711,191.028,210.357,179.497,219.547,168.116,210.51,191.4,208.488,182.872,212.647,170.354,194.649,224.499,196.382,214.305,223.818,184.605,231.407,207.177,274.934,226.967,216.74,204.127,188.31,183.186,188.645,192.056,200.851,213.722,254.425,180.056,224.857,177.688,243.421,231.267,293.636,202.11,233.413,156.938,230.131,175.152,228.421,192.347,206.766,190.061,199.139,188.386,190.401,203.153,216.617,195.079,196.863,180.182,237.816,204.785,213.021,190.979,195.272,238.313,233.168,206.502,216.223,203.982,230.834,202.701,225.617,213.754,246.111,211.562,239.373,201.064,248.123,219.163,257.883,204.103,281.214,188.198,262.062,207.916,215.59,194.843,213.079,202.598
233.144,195.217,206.184,188.832,226.197,219.456,184.582,223.807,273.42,224.528,226.422,194.286,216.038,209.81,203.123,200.326,210.93,219.417,213.665,195.532,205.54,194.103,245.607,198.592,207.194,192.9,222.663,176.584,211.344,190.125,241.806,212.561,204.975,232.605,191.428,221.182,255.784,213.143,242.419,180.43,200.962,187.533,240.964,206.906,214.709,206.835,230.075,185.991,242.669,202.774,252.584,199.165,250.189,202.422,218.642,203.092,223.898,207.231,234.762,205.99,221.625,215.284,218.328,195.839,221.187,205.398,206.532,203.744,192.891,212.567,175.308,180.109,227.743,201.391,239.257,189.481,235.067,190.421,243.378,214.23,237.95,187.146,238.898,200.532,229.023,199.703,266.596,192.643,248.57,195.266,260.87,197.745,228.132,190.762,200.115,176.695,210.069,166.807,204.388,192.027,198.266,180.799,201.429,167.492,185.21,225.872,186.048,213.869,216.612,185.423,222.8,213.209,266.359,227.939,210.409,206.544,173.765,181.64,181.06,192.73,191.994,214.438,247.985,180.462,212.815,177.608,234.351,234.231,286.782,202.262,223.781,155.447,221.789,177.094,219.135,191.385,199.229,189.741,190.493,189.071,181.348,203.506,204.019,198.903,186.478,183.444,229.492,207.462,207.533,188.468,191.612,241.828,223.029,208.705,206.154,205.842,222.256,201.877,219.58,216.752,234.884,212.384,233.104,203.145,242.845,222.737,248.303,205.603,271.45,186.962,253.047,208.107,205.998,195.179,205.245,201.767
227.65,196.342,195.533,186.87,217.526,221.555,174.322,225.801,265.399,227.901,217.389,195.466,206.935,211.965,194.82,199.571,202.94,223.083,206.963,197.403,198.91,195.56,237.201,198.253,195.331,193.966,213.218,176.299,203.67,193.297,234.325,213.281,194.75,235.451,184.307,224.491,246.447,214.491,234.389,179.488,193.654,189.871,233.328,208.972,206.166,207.811,219.908,186.941,234.713,205.556,242.344,199.11,243.248,203.228,208.62,203.383,216.184,209.378,225.442,205.248,214.456,215.569,207.744,199.205,211.704,209.565,195.568,206.174,181.883,215.69,168.28,180.468,221.359,203.616,229.075,191.546,226.249,191.189,234.245,215.813,230.598,187.654,229.228,201.394,216.683,200.233,261.015,195.44,239.697,195.979,250.481,195.283,218.624,190.016,189.653,174.916,200.188,166.794,198.712,192.34,187.805,178.896,191.481,167.726,175.898,227.115,176.015,214.708,209.38,186.561,214.774,219.234,257.187,228.111,203.783,208.177,160.158,181.912,172.813,193.562,182.974,215.531,241.395,180.917,201.479,179.541,224.711,236.866,279.003,201.583,214.439,155.412,213.173,178.985,209.849,190.757,192.333,191.429,182.508,190.369,172.221,205.76,192.241,202.16,177.975,188.812,221.384,209.578,200.807,187.143,186.625,244.539,213.332,211.671,196.54,209.277,213.306,201.555,214.078,219.474,224.891,213.676,226.224,204.47,237.065,226.686,238.862,207.43,262.06,185.974,244.424,206.947,196.053,196.087,197.429,202.774
222.584,198.361,185.482,189.429,210.284,224.855,167.521,232.993,258.549,233.629,209.719,200.732,198.369,217.274,187.425,203.223,197.907,230.622,200.945,202.487,194.173,199.742,229.796,201.987,186.104,199.861,203.957,179.252,196.825,199.365,227.986,219.223,187.188,240.815,179.552,231.95,238.393,219.517,228.143,183.491,186.625,193.282,226.585,214.407,199.611,212.132,212.118,192.681,228.159,210.757,233.666,201.688,237.52,208.347,201.077,207.165,209.945,215.875,217.528,207.755,208.003,218.832,200.188,207.052,205.131,215.837,186.612,211.369,173.852,223.502,161.713,183.515,216.82,208.682,219.374,198.205,218.681,194.668,226.569,222.374,224.865,190.311,220.43,204.918,207.887,203.327,255.604,200.063,232.068,199.308,240.588,197.408,209.936,193.277,180.352,178.131,190.746,171.044,193.923,195.944,179.008,181.778,183.917,174.502,169.706,232.117,167.953,220.312,203.155,190.733,209.142,226.656,249.76,231.342,198.526,212.491,150.067,188.29,165.988,198.315,175.721,220.548,235.706,184.491,192.475,186.222,217.179,240.901,271.128,203.366,206.551,160.637,205.932,183.435,202.187,194.437,186.261,197.394,175.794,194.605,165.47,213.009,184.497,208.211,172.122,197.269,214.753,213.264,193.261,190.673,182.684,248.553,206.392,218.251,189.503,217.362,205.578,205.563,209.616,223.714,217.661,218.706,220.422,208.055,232.692,232.847,231.655,212.713,254.226,188.259,237.725,208.584,187.348,201.44,189.921,208.118
219.05,203.748,177.16,196.07,204.848,230.66,164.116,244.015,253.367,241.221,203.972,209.183,190.754,224.824,181.759,211.237,195.4,240.463,196.502,210.619,191.02,207.086,223.316,209.578,179.839,208.876,195.592,184.439,190.925,207.128,222.805,228.684,182.241,248.844,176.693,241.963,231.936,227.148,223.875,192.147,180.224,197.983,221.472,222.686,194.786,219.816,206.544,201.395,223.137,217.76,227.893,207.829,232.062,216.91,195.57,214.879,205.412,225.64,212.266,215.003,202.671,226.185,195.987,217.374,201.061,223.945,180.53,218.714,168.916,234.131,155.847,189.223,214.404,217.233,211.429,207.23,213.244,200.843,220.772,232.781,220.584,195.299,212.897,210.537,201.816,208.675,249.988,206.093,226.238,205.947,231.548,203.386,203.433,201.019,172.772,185.432,182.556,178.017,189.726,203.096,172.142,189.015,177.93,184.746,166.884,241.067,161.732,228.942,197.816,197.72,205.364,234.887,244.404,238.367,194.746,220.252,142.916,198.631,161.081,207.38,170.474,229.488,230.969,191.392,185.858,195.481,212.51,246.668,264.217,208.476,200.436,169.85,200.36,189.963,196.301,202.253,180.452,205.507,169.86,200.792,161.14,223.408,180.247,217,167.386,206.63,209.581,218.856,185.985,198.27,180.692,255.017,202.451,227.694,184.905,228.007,199.813,213.553,205.514,229.714,212.472,226.509,216.161,215.061,230.242,240.868,226.631,221.073,247.726,193.26,232.816,214.136,180.607,210.388,182.862,216.04
216.925,211.924,171.056,203.597,200.976,237.823,161.962,254.575,249.444,248.829,200.295,217.499,184.7,231.854,177.679,220.182,193.615,249.529,193.968,219.512,188.191,215.464,217.617,217.785,175.504,216.963,188.644,189.302,186.56,214.367,218.466,237.574,178.761,257.208,174.728,251.231,226.84,234.811,220.528,201.716,175.214,203.315,217.626,231.153,190.791,228.352,202.41,208.81,218.942,224.603,224.599,215.473,226.594,225.608,191.032,223.884,202.268,235.08,209.016,224.425,198.69,235.386,193.875,226.525,197.983,232.016,176.815,226.136,165.33,243.552,150.844,195.576,213.049,226.955,206.201,214.935,209.482,208.139,216.499,242.94,216.899,201.175,206.922,216.245,196.909,214.494,244.276,212.155,222.34,213.929,224.056,210.148,199.626,210.253,167.182,193.027,176.236,184.437,185.903,211.184,166.664,197.079,172.75,193.463,165.988,250.824,156.777,236.72,193.166,205.229,202.624,242.502,240.117,246.642,191.601,229.265,137.281,208.094,157.404,217.799,166.759,239.27,226.775,199.395,180.898,203.61,209.918,253.497,259.076,215.051,196.044,178.859,196.117,196.59,191.693,211.026,175.033,212.609,164.5,206.735,157.993,232.742,177.398,225.809,162.671,214.568,205.467,225.381,180.172,206.345,179.809,263.114,200.612,237.102,181.85,237.131,196.06,222.139,201.184,236.404,208.364,233.973,213.021,223.808,229.146,249.168,223.058,229.907,241.973,198.548,228.92,221.239,175.787,219.4,176.77,223.373
215.028,220.059,166.769,210.475,198.773,244.943,159.588,262.692,246.334,255.921,198.594,224.371,180.171,237.722,174.78,227.628,191.709,257.036,193.066,227.601,185.058,222.947,212.656,224.684,171.992,223.135,182.687,193.404,183.867,220.685,215,244.429,176.143,264.628,173.506,258.72,222.91,241.806,217.155,209.588,172.149,209.368,214.096,238.322,187.707,235.912,198.702,213.744,215.487,231.028,222.216,222.769,221.955,233.072,186.721,231.946,200.182,242.597,206.602,232.832,196.266,244.103,192.535,233.81,195.405,239.522,174.272,233.355,162.179,251.017,146.736,201.429,211.588,235.588,203.594,221.187,206.396,215.671,213.586,251.266,213.606,207.136,202.51,221.641,192.503,220.423,238.889,217.759,220.32,221.51,218.5,216.545,197.73,218.6,163.359,199.146,171.614,189.802,182.49,218.134,162.107,204.162,168.547,199.933,165.754,258.919,152.862,242.739,189.41,211.839,201.252,249.659,236.212,253.917,188.529,237.351,132.944,215.556,154.342,226.887,164.414,247.597,222.848,206.596,176.708,210.112,208.256,261.006,255.511,221.152,192.85,185.584,192.894,202.859,187.963,218.669,170.736,218.583,160.042,212.353,155.477,239.719,174.999,233.24,158.615,221.746,202.133,232.226,176.052,212.805,178.897,271.185,199.978,245.33,179.908,244.047,193.712,229.192,196.831,242.911,205.248,240.23,210.347,231.733,228.668,257.064,220.759,238.011,236.767,203.35,225.457,227.471,172.141,226.866,171.907,229.385
