232.531,167.903,192.101,177.475,214.284,164.616,197.197,206.92,265.325,185.754,242.751,162.748,225.507,204.905,272.8,163.446,302.627,184.325,232.659,169.741,219.137,159.175,232.728,155.39,198.56,177.929,251.696,201.354,251.447,189.898,249.609,190.172,241.954,178.682,195.983,175.003,221.336,177.933,245.131,190.943,250.66,207.527,237.484,175.646,271.069,191.169,239.369,186.942,255.402,188.625,232.689,180.124,261.996,171.341,253.263,177.608,192.713,192.513,241.456,177.554,275.189,187.78,233.693,181.052,253.833,178.606,238.016,189.68,214.856,171.607,236.729,173.275,250.474,148.347,234.063,190.687,209.953,171.265,205.099,167.36,264.55,173.689,246.068,155.616,232.469,182.575,200.822,167.256,258.277,153.917,221.015,163.004,231.16,164.517,216.311,161.94,234.041,164.238,235.683,182.182,254.093,203.952,234.572,166.003,222.028,171.078,259.961,157.696,235.84,164.812,221.038,183.366,212.717,183.941,217.76,161.609,262.209,170.023,284.036,153.837,261.66,158.565,241.025,185.895,213.607,172.347,273.085,202.316,245.995,193.321,271.031,196.628,257.677,183.7,228.786,177.374,241.213,145.778,225.903,167.192,225.498,164.719,258.023,164.606,206.732,175.996,305.14,148.927,205.723,154.497,204.004,176.034,225.773,162.042,199.03,175.153,226.188,174.416,226.847,163.385,237.891,156.11,210.268,144.906,244.035,148.453,240.436,160.401,253.166,183.784,243.347,177.569,214.978,169.319,244.643,200.571,247.579,161.444,215.481,219.553,225.32,190.25,225.388,176.118,207.668,182.309,260.254,192.975,235.136,179.389,229.301,135.445,234.759,142.477,220.495,177.214
240.179,174.713,198.826,183.696,220.875,172.956,206.899,210.539,269.437,194.972,246.737,170.971,231.504,211.35,277.123,172.215,307.803,193.448,237.473,176.686,226.896,167.209,236.237,164.76,204.296,184.334,256.436,208.509,256.939,198.903,254.91,196.715,246.135,186,202.122,182.305,226,184.92,254.115,198.184,255.847,214.299,242.661,181.733,273.104,198.783,243.159,193.691,260.156,195.682,238.414,188.521,266.563,179.982,259.551,181.587,199.534,198.73,247.768,184.534,280.019,194.435,240.802,189.51,257.868,185.203,242.318,197.524,219.497,180.205,243.186,179.886,253.912,156.876,239.473,198.28,214.767,178.931,211.956,176.238,272.237,181.626,253.073,162.471,239.443,189.531,207.813,174.845,265.893,161.99,228.376,168.934,238.397,170.971,223.647,169.496,238.045,172.913,241.56,190.033,257.516,209.824,240.971,173.141,228.654,177.343,263.896,164.826,241.982,172.305,227.669,192.055,219.684,190.224,220.633,169.26,265.051,178.086,289.498,163.238,264.917,167.314,248.701,192.488,219.389,180.132,277.265,210.068,252.87,201.426,274.608,202.555,262.268,193.365,233.97,186.65,248.348,155.693,232.807,173.87,232.505,172.431,262.795,171.902,213.47,182.866,307.282,157.312,209.901,163.947,210.105,181.265,232.07,168.798,205.697,182.514,230.565,180.932,233.263,171.72,243.513,164.218,218.21,151.351,249.396,157.745,245.085,169.73,259.984,192.105,247.983,186.339,219.935,176.613,249.264,207.052,252.924,170.388,222.599,225.404,231.835,197.78,230.854,181.261,213.503,188.887,261.344,201.275,240.791,187.038,234.454,144.551,241.266,148.317,227.809,182.821
238.831,180.878,197.989,191.682,218.35,180.067,207.463,218.25,269.322,204.949,244.794,179.028,230.744,218.89,275.739,180.359,306.482,201.412,236.135,183.483,226.759,175.991,234.082,173.234,203.338,192.952,254.693,215.188,254.961,207.001,253.319,203.749,246.428,193.273,203.478,190.622,222.713,191.973,254.305,207.03,256.317,221.167,245.096,188.009,270.604,205.964,241.383,200.499,259.215,203.707,237.994,196.121,264.364,187.657,260.143,187.905,200.688,206.999,248.305,193.353,278.371,202.633,240.272,198.629,255.115,191.579,240.792,205.246,218.975,189.488,242.618,188.671,252.786,164.899,239.923,205.005,212.913,186.147,210.212,183.797,269.66,189.595,250.682,170.844,238.704,198.3,206.935,183.141,266.323,170.766,229.117,177.073,238.318,179.191,221.799,178.889,237.026,181.62,241.571,197.536,254.941,215.958,237.581,181.504,227.548,184.003,260.861,171.957,241.827,178.645,226.352,200.474,219.24,196.913,218.652,176.139,263.357,183.952,284.947,170.444,261.303,174.88,250.362,200.811,220.18,187.804,275.783,217.096,252.114,210.159,272.817,209.663,261.609,201.482,231.878,194.331,244.642,163.245,231.59,181.803,230.733,180.789,260.051,179.115,213.252,190.548,304.244,164.256,209.358,172.1,211.425,188.568,228.653,177.339,206.86,191.291,229.646,188.069,232.258,179.751,240.206,170.987,216.433,159.921,246.921,166.022,242.492,177.174,259.006,200.026,246.373,194.089,219.893,184.982,248.24,214.269,251.231,178.506,221.965,232.717,231.558,205.915,231.86,188.188,212.541,196.693,257.834,208.238,239.157,194.092,230.494,152.84,238.635,156.43,227.652,191.27
229.614,182.626,190.932,197.133,208.825,181.233,198.601,224.696,264.934,210.782,238.137,182.343,223.846,223.142,269.706,184.811,299.801,204.054,229.831,186.442,219.348,180.257,227.929,176.995,197.015,198.795,247.788,217.727,247.02,209.652,246.241,207.103,243.061,197.514,199.635,195.959,213.847,195.326,245.773,211.939,252.59,224.839,243.894,191.927,265.281,209.867,235.742,203.563,253.282,208.484,231.944,199.432,257.172,189.822,255.503,193.077,195.589,212.774,242.891,199.623,272.21,208.177,232.726,203.691,247.808,195.023,235.044,209.345,213.819,195.006,236.259,195.046,248.066,169.32,235.283,207.925,205.801,188.826,201.087,185.466,258.609,192.765,240.975,175.147,231.399,203.666,198.958,186.888,259.927,175.035,223.244,182.068,231.637,185.098,212.399,184.738,231.927,186.55,236.039,201.296,248.279,218.749,227.024,186.025,219.833,187.186,253.007,174.802,235.899,180.72,218.068,204.361,212.732,201.091,213.45,178.725,258.143,184.767,273.436,170.988,253.528,176.682,245.571,206.868,215.763,191.33,269.904,220.947,244.552,214.136,267.018,213.37,256.342,203.92,224.338,196.45,233.174,163.665,223.604,186.499,221.47,184.932,251.598,181.674,206.985,194.531,297.935,166.815,204.488,175.499,207.526,194.863,218.032,182.859,202.03,197.811,225.46,193.175,225.204,183.322,230.217,173.166,206.166,164.721,238.342,168.071,234.388,178.209,251.118,202.712,239.162,196.381,214.813,190.031,242.733,219.072,243.8,181.624,214.361,237.299,224.889,210.272,228.074,193.887,205.614,201.288,252.03,210.527,231.611,196.238,220.321,155.612,228.026,161.416,220.502,197.938
216.574,181.542,181.624,199.635,196.38,178.661,184.795,227.638,257.519,211.576,229.4,180.268,213.927,224.289,261.479,185.73,290.912,202.543,221.046,186.494,207.877,180.258,220.231,176.755,188.125,201.089,238.913,217.672,236.494,208.181,237.026,207.044,237.302,198.934,192.721,198.216,203.028,195.36,232.643,213.119,246.38,225.742,239.15,192.891,258.823,210.721,228.211,203.908,244.447,209.656,222.787,199.48,247.484,187.552,248.179,195.963,186.429,214.298,233.857,201.959,263.708,210.618,221.587,204.388,239.147,196.111,227.123,210.195,205.981,196.41,227.349,197.624,241.979,170.29,227.259,207.676,196.295,188.101,189.015,182.784,244.119,191.557,228.122,175.762,221.063,205.288,187.522,186.575,249.667,175.62,213.715,182.978,221.864,187.617,199.888,185.441,224.713,187.872,227.721,201.868,240.18,218.225,214.26,187.342,209.292,186.915,243.08,173.937,227.233,180.492,206.49,203.651,204.576,202.939,206.981,177.487,250.609,182.26,259.779,166.402,244.363,173.494,236.903,209.644,207.924,191.504,262.177,222.302,233.696,214.182,258.711,213.095,248.389,202.135,214.655,195.434,218.81,159.434,212.497,187.126,209.349,184.474,240.853,179.652,197.743,195.608,290.024,165.889,197.178,175.128,200.341,197.974,204.899,184.351,193.649,200.947,220.112,196.109,215.79,183.661,217.882,172.296,192.194,165.458,226.831,165.009,224.167,174.366,239.629,201.134,228.905,193.534,206.329,190.711,235.332,221.45,233.731,180.54,203.478,239.334,214.668,210.364,221.342,196.934,195.254,202.736,245.476,209.296,221.4,194.505,208.519,153.469,214.181,162.684,209.926,201.346
203.596,182.531,173.207,202.153,183.967,178.719,171.786,229.904,248.841,210.861,220.688,177.231,204.304,226.218,252.936,186.125,282.556,202.065,211.86,187.827,195.931,181.148,212.133,176.692,178.932,203.089,230.706,219.658,226.197,207.991,228.021,207.515,230.509,200.336,185.837,200.675,192.599,195.413,220.029,215.611,239.401,227.356,232.565,193.259,251.943,211.264,219.886,205.739,234.777,210.456,213.369,200.287,236.94,186.438,240.87,198.427,176.525,214.178,224.401,202.844,254.093,212.714,210.303,204.525,230.764,197.711,218.377,211.115,197.603,197.446,218.492,198.768,236.326,170.918,218.364,207.986,186.726,188.513,178.168,181.595,230.551,190.661,215.482,177.992,210.871,207.171,176.282,187.106,239.132,177.728,204.13,183.941,212.369,189.146,188.05,184.282,217.07,189.031,219.662,202.86,231.984,217.676,202.802,190.182,199.429,186.985,232.86,173.746,218.753,182.386,195.064,202.542,197.95,205.2,200.137,176.557,241.763,181.067,247.092,162.464,234.724,170.313,227.909,211.687,199.189,192.622,254.595,223.77,223.022,215.7,249.015,212.669,239.743,201.521,205.053,196.922,204.697,157.337,201.442,186.862,198.617,183.604,230.26,177.733,188.326,198.318,281.099,164.972,189.435,175.135,193.033,199.004,192.586,184.83,184.994,202.618,214.283,198.912,207.106,185.547,206.325,172.405,179.199,166.851,214.932,162.879,214.266,171.895,227.853,200.505,218.414,190.382,196.622,189.933,228.006,223.909,223.57,179.837,192.799,242.206,204.025,209.855,214.141,198.763,184.178,204.827,238.23,208.378,211.211,194.013,197.757,151.154,201.714,164.647,199.736,203.673
192.775,188.286,166.457,206.987,172.865,184.809,162.905,235.398,240.301,212.779,212.804,178.595,196.675,231.772,244.707,188.966,275.698,206.426,203.458,193.082,185.958,187.217,203.65,180.13,170.78,207.694,224.158,226.142,217.423,212.661,219.628,211.455,223.599,204.156,180.992,206.296,183.34,197.889,211.057,223.094,232.913,232.581,226.712,196.44,244.887,213.96,211.469,211.487,225.694,213.831,205.667,204.731,226.589,190.775,235.062,202.622,168.328,216.341,216.67,205.6,244.556,216.725,200.729,207.876,222.703,201.76,209.834,214.779,190.045,201.864,210.61,201.411,231.549,174.221,210.703,212.106,178.204,192.733,170.174,185.954,219.511,193.702,204.821,185.596,202.358,212.585,167.124,191.909,230.745,184.659,196.633,189.054,204.458,192.466,178.395,185.662,209.922,192.98,213.391,207.234,223.833,219.91,193.433,197.288,191.694,190.732,223.431,177.378,211.519,188.302,185.283,205.321,192.807,209.995,193.136,179.668,232.702,184.188,236.126,163.162,224.656,171.053,220.779,216.015,191.416,197.594,247.878,227.268,214.16,222.157,239.359,215.773,231.752,205.976,196.239,203.678,192.058,161.276,192.018,189.228,190.575,186.366,220.635,180.391,180.064,205.264,271.539,166.737,182.359,178.696,187.904,201.297,182.068,187.464,177.901,205.54,208.027,203.593,200.29,191.902,196.338,175.575,169.33,172.59,204.248,166.159,205.31,175.38,217.718,204.464,209.435,191.479,187.444,191.327,221.362,228.458,214.356,183.019,183.897,248.002,194.869,212.684,207.891,202.005,174.457,210.414,230.163,210.271,202.267,198.331,188.414,152.554,192.457,171.153,191.794,207.511
184.714,196.886,160.847,213.391,163.79,194.26,158.049,244.378,232.722,218.334,205.877,185.583,190.977,239.9,236.931,194.69,269.984,214.687,196.476,200.847,178.921,197.586,195.265,186.802,164.566,214.538,218.99,235.103,210.372,220.758,211.76,217.934,217.189,210.341,178.241,214.916,175.543,202.355,205.875,233.975,227.806,241.022,223.205,203.655,238.177,218.996,203.915,219.444,218.068,219.658,200.419,212.252,217.631,199.583,230.937,208.555,162.531,221.978,211.033,211.151,236.772,222.398,193.457,214.879,215.004,207.514,202.658,220.958,183.712,209.775,203.796,206.217,227.132,180.479,205.247,219.922,171.044,199.23,164.448,194.555,210.605,199.983,196.864,196.712,195.915,220.676,160.349,199.681,225.031,194.571,191.478,197.86,197.816,197.907,170.849,190.848,203.651,199.623,208.768,214.768,216.077,224.62,185.485,206.433,185.888,197.762,215.751,183.812,205.195,196.12,177.197,212.518,187.716,216.706,186.579,186.804,224.621,190.558,226.649,167.427,214.993,175.282,215.587,222.949,185.3,205.285,241.992,232.669,207.068,231.564,231.473,222.099,225.015,214.556,188.529,213.355,181.643,169.101,184.702,194.827,184.19,192.735,212.241,187.634,173.291,214.364,262.416,171.066,176.155,185.446,185.087,206.919,173.195,192.531,172.407,210.772,201.995,210.315,195.153,201.1,187.549,180.524,162.374,181.458,195.799,173.661,197.181,183.625,209.853,211.919,202.372,197.091,179.846,195.971,215.397,234.745,206.325,189.543,177.051,255.425,187.831,219.408,202.815,207.778,167.208,218.53,222.1,214.304,194.929,206.16,180.413,157.605,185.761,181.123,185.944,213.141
179.288,205.016,156.107,219.467,157.267,202.454,155.353,253.739,226.572,225.531,200.07,194.818,186.496,247.732,229.983,201.65,264.905,223.282,191.127,208.135,174.551,208.034,188.333,194.379,160.717,221.649,214.446,243.015,204.746,228.663,205.2,224.274,211.87,217.132,176.448,224.082,169.476,207.322,202.736,244.082,224.505,249.946,221.581,212.848,232.406,224.936,198.056,226.493,212.293,226.034,197.206,220.412,211.043,208.702,228.085,214.8,158.5,229.114,206.761,218.065,231.716,228.623,188.597,223.379,208.362,213.13,197.574,227.727,178.48,218.369,198.328,212.079,222.573,187.712,201.811,228.827,165.219,205.265,159.854,203.227,203.147,206.726,191.516,206.751,191.543,228.414,155.649,207.135,221.121,203.712,187.911,206.751,192.073,203.906,164.946,197.767,198.361,206.994,205.045,223.113,209.738,229.722,178.408,213.887,181.533,205.302,210.24,190.201,199.59,203.056,170.68,221.458,182.508,223.318,181.475,195.096,218.178,197.16,218.432,171.989,207.152,180.354,211.356,230.445,180.804,212.827,236.853,238.743,201.286,239.816,226.088,228.758,219.553,223.478,182.405,222.01,173.984,176.506,179.491,201.91,178.393,199.792,205.558,195.932,168.189,222.129,254.994,176.243,170.74,192.908,183.154,214.751,165.919,198.508,167.962,217.491,197.245,217.725,191.233,209.71,179.793,185.324,157.339,189.891,189.713,181.166,190.151,192.339,204.213,219.666,196.755,204.19,174.249,202.485,210.333,241.232,199.79,196.707,172.424,262.272,182.941,227.629,198.968,215.031,162.444,226.389,215.222,218.463,189.341,213.951,174.095,163.962,180.477,190.605,181.35,219.342
175.901,212.365,152.495,225.283,152.946,208.66,153.476,261.46,221.949,232.586,195.451,202.655,182.926,254.47,224.315,208.681,260.331,230.517,187.084,214.396,171.865,216.285,183.687,201.863,158.78,228.734,209.88,249.111,200.03,235.383,200.995,230.043,208.058,223.557,174.651,232.086,164.945,212.855,199.95,252.08,222.701,257.527,220.155,221.053,227.488,230.87,193.883,232.212,208.238,232.453,194.848,227.94,206.575,216.077,226.197,220.903,155.299,235.787,203.179,225.151,228.583,235.787,185.767,231.776,203.189,218.396,194.112,234.245,174.168,225.779,194.587,218.518,217.899,194.392,199.611,237.03,160.465,210.849,155.761,209.967,196.908,213.334,187.785,214.266,188.879,234.866,152.618,213.574,218.019,211.388,185.233,213.963,187.55,209.76,160.203,204.402,193.959,214.201,201.866,230.743,205.452,234.555,172.187,219.611,178.561,212.064,206.178,195.983,195.295,209.316,165.766,230.031,178.418,229.325,178.206,202.462,212.999,202.812,211.109,176.199,201.557,185.58,207.573,237.185,177.755,219.526,232.503,244.961,196.775,246.231,222.118,234.628,215.028,230.671,177.881,228.73,168.455,182.637,176.006,209.318,173.298,205.943,200.807,202.807,164.918,228.439,249.467,181.488,166.141,199.769,180.9,222.337,160.376,205.122,164.37,224.727,194.119,224.846,188.143,216.891,173.246,190.427,153.587,197.023,184.894,187.016,184.757,199.794,200.451,226.803,191.905,210.661,170.439,209.635,206.519,247.578,195.09,203.485,170.155,268.782,180.025,235.434,196.709,222.379,159.251,233.29,209.718,222.267,185.401,220.674,169.331,170.54,176.263,198.216,177.683,225.913
