230.912,213.188,217.375,178.285,232.405,194.128,210.029,200.512,225.04,184.365,197.902,167.543,214.196,165.309,227.894,161.31,255.438,190.296,233.079,182.635,216.656,177.034,206.553,180.942,186.497,152.02,203.278,180.662,269.485,166.44,201.699,167.486,230.053,179.649,225.399,174.394,232.234,186.453,240.321,171.817,222.324,189.206,228.998,144.531,248.403,207.219,258.214,178.696,199.961,198.161,200.242,213.916,259.245,177.025,253.853,211.404,264.111,184.372,242.283,177.015,280.629,154.274,288.84,167.113,255.516,169.143,239.505,177.509,224.074,167.686,225.066,181.331,243.881,192.463,221.219,178.477,289.664,166.605,251.28,190.949,220.147,203.126,274.774,174.046,254.386,185.199,222.29,205.366,220.58,181.989,196.824,196.316,221.919,168.691,207.493,139.393,234.213,166.442,230.847,177.205,254.795,161.14,243.369,169.392,244.728,197.515,235.139,191.005,217.244,184.08,195.337,174.363,209.243,172.255,240.291,167.988,262.305,165.957,268.295,165.285,251.981,171.726,248.487,165.456,254.129,163.461,227.116,171.007,199.514,185.364,236.071,163.643,189.25,164.854,219.746,163.301,221.71,173.474,235.73,196.034,239.843,161.416,183.116,194.345,258.444,158.794,215.303,180.743,224.359,184.431,247.601,190.477,250.944,192.731,257.62,197.378,254.635,161.518,220.051,168.762,207.886,177.168,202.862,198.536,242.383,167.587,211.543,176.763,256.099,161.704,269.151,161.499,212.725,159.98,221.455,170.211,223.583,154.002,199.52,166.49,205.018,185.387,218.844,153.476,234.687,182.193,216.691,192.702,268.537,178.339,251.997,158.146,267.13,177.549,232.652,171.75,239.999,184.162,231.327,194.612,219.088,179.915,240.442,213.09,220.062,181.244,219.096,196.315,233.09,196.765,229.43,204.301,235.33,158.91,220.861,173.145,250.842,170.632,240.598,178.465,209.772,162.475,234.82,176.953,228.713,174.468,292.31,161.73,276.609,170.896,240.311,168.509
236.997,218.832,222.488,185.771,238.344,201.439,214.541,205.911,228.528,191.732,202.041,175.151,220.004,173.385,234.971,167.454,259.923,196.394,238.806,191.693,223.072,183.878,212.662,187.701,193.804,159.42,206.065,187.647,270.583,172.338,208.969,173.578,237.912,188.5,232.705,181.614,236.634,193.901,244.905,176.741,227.522,194.234,233.971,154.579,253.843,214.589,262.212,187.271,207.01,203.17,205.782,221.076,263.486,185.626,259.828,216.233,271.559,191.078,246.912,183.582,283.654,163,293.425,178.079,258.685,178.396,246.295,184.411,229.307,174.782,230.001,191.462,249.467,199.521,228.036,183.776,292.919,175.831,256.431,199.613,224.656,209.94,278.202,181.287,257.26,193.832,228.908,210.967,227.861,189.582,205.735,200.652,228.475,177.794,212.046,148.232,237.744,172.591,234.826,185.02,260.178,169.45,248.86,178.091,251.779,205.299,240.311,197.602,220.776,191.761,201.129,181.85,216.794,179.31,245.231,176.055,265.672,173.296,271.155,173.901,258.333,179.969,255.671,172.724,258.504,171.878,234.213,178.958,204.517,192.355,244.384,170.929,195.741,171.731,223.997,172.17,229.909,180.242,241.981,201.342,247.087,167.231,191.777,199.656,260.25,166.711,218.351,187.782,233.165,190.648,253.509,198.818,255.825,200.398,265.528,205.536,258.456,171.102,225.968,175.555,216.211,181.424,212.611,204.37,246.742,174.572,216.016,182.683,260.407,168.056,273.839,169.46,220.501,166.765,226.273,177.785,226.019,161.561,203.232,173.607,210.4,190.608,225.024,161.699,241.43,189.56,224.453,197.057,272.038,187.51,255.721,167.729,274.071,186.083,238.399,179.284,244.899,192.608,236.304,203.566,225.977,187.659,245.333,219.521,225.949,188.386,226.753,202.706,240.345,203.181,234.619,212.103,241.804,168.372,224.204,180.751,255.648,177.257,248.39,184.011,217.457,170.572,243.048,184.419,234.658,182.45,297.59,171.151,281.767,181.552,244.449,176.69
234.875,225.506,222.237,194.466,237.976,209.185,214.554,212.133,229.114,198.847,200.79,183.222,219.434,183.025,237.24,176.23,259.538,203.853,238.701,200.735,220.224,191.845,211.951,195.299,197.192,167.35,204.375,195.277,267.882,177.913,209.885,180.893,237.103,197.609,233.155,190.016,236.545,200.944,245.753,183.266,229.827,200.67,233.095,164.585,253.232,222.719,259.821,195.525,209.643,210.666,205.816,230.193,261.117,193.754,261.756,223.136,270.085,198.389,245.265,191.077,280.104,170.639,290.496,185.982,257.069,187.371,244.645,192.945,229.446,182.775,227.605,200.002,249.008,207.025,228.532,192.044,289.183,184.311,255.586,207.364,224.72,218.059,274.388,186.09,254.826,200.782,230.912,217.881,227.768,198.292,206.136,209.138,227.582,185.045,210.748,157.43,236.073,179.423,233.793,192.777,257.652,178.578,247.568,186.499,251.701,214.347,240.419,204.366,220.001,199.919,198.94,190.602,216.098,187.097,246.015,185.192,263.183,180.6,269.34,180.588,257.039,188.554,254.303,181.194,257.844,179.199,234.037,188.674,204.352,200.403,243.142,179.417,196.356,178.14,221.412,180.44,228.643,189.46,243.528,209.662,247.662,175.12,193.27,208.14,256.549,173.377,217.753,195.241,233.514,199.356,252.786,207.284,254.761,208.384,264.872,215.471,254.788,178.532,225.157,183.765,216.434,189.886,214.544,212.883,244.491,181.682,215.433,189.704,256.243,174.68,272.954,178.138,220.699,174.346,222.901,185.013,225.434,169.408,203.461,181.848,211.137,197.65,223.439,171.223,241.8,198.133,222.295,203.512,268.259,195.382,253.021,176.729,271.357,193.711,237.606,187.599,244.483,202.198,235.267,212.197,227.756,196.346,244.283,226.472,224.848,195.521,226.689,211.322,243.232,211.98,234.966,219.572,239.093,176.851,222.654,187.199,253.846,185.353,249.504,191.682,215.276,179.044,241.119,192.764,235.048,190.674,294.83,180.61,279.183,191.584,242.237,183.198
226.328,229.49,217.434,200.634,231.645,213.61,210.35,216.771,226.524,203.462,195.197,188.943,214.054,189.902,234.3,183.275,255.033,209.245,233.054,205.756,210.584,196.31,205.502,200.131,195.192,172.703,200.04,200.461,262.573,181.186,203.969,185.463,228.559,202.1,226.917,195.746,232.784,204.932,242.56,188.671,228.391,206.464,227.146,169.463,247.564,228.172,253.021,198.69,206.671,216.716,201.144,237.084,253.71,197.24,259.04,228.975,260.987,202.088,238.807,195.559,272.305,173.455,282.205,185.841,251.677,191.606,236.058,198.301,224.942,188.853,219.665,201.487,243.446,211.744,223.103,198.61,281.067,188.529,249.09,209.944,220.658,223.39,265.77,185.311,248.864,203.289,227.889,223.853,220.756,203.843,198.082,216.62,219.694,186.1,204.418,162.199,230.196,184.09,228.643,197.839,249.193,183.664,240.875,190.444,244.679,219.813,235.844,208.033,215.976,205.5,190.375,195.331,208.132,190.981,242.723,191.135,256.521,184.959,264.306,181.665,249.274,192.883,246.031,186.458,253.444,182.665,226.803,194.04,199.671,205.42,233.705,183.88,191.347,180.969,213.913,184.075,219.041,194.768,239.928,217.133,241.554,181.93,187.586,214.649,249.926,176.007,214.353,199.35,225.635,204.834,246.508,211.827,248.538,212.711,256.356,221.791,246.291,179.895,218.678,189.614,208.775,197.595,207.988,219.735,237.29,184.421,210.027,194.52,246.513,177.85,266.956,183.631,213.652,178.381,213.817,187.785,222.152,174.519,200.283,187.741,207.231,203.152,216.054,176.705,236.131,204.377,212.189,207.894,260.036,198.232,245.711,181.62,261.217,196.046,230.8,191.249,239.08,208.151,229.351,216.651,223.695,201.895,238.632,231.104,217.907,198.514,219.343,217.38,240.728,219.914,230.885,223.238,229.146,180.17,217.392,189.782,246.663,190.752,243.765,197.299,205.485,183.04,230.436,197.186,229.724,194.845,286.066,184.713,270.543,195.595,235.676,185.353
215.089,230.522,210.24,203.801,222.424,214.741,203.801,219.185,221.543,205.601,187.526,191.981,206.596,193.362,227.875,187.062,248.328,211.882,224.39,206.293,198.449,197.459,196.594,201.458,188.716,175.259,195.181,202.788,256.318,181.397,194.105,187.131,215.956,202.52,217.231,198.159,227.171,206.149,236.713,191.509,224.044,209.992,218.237,169.114,239.329,229.967,244.563,197.163,199.391,219.638,193.931,240.911,243.924,196.172,252.865,232.657,248.792,202.253,230.418,197.026,262.889,172.172,271.259,180.365,244.12,190.23,224.63,199.813,218.328,191.993,209.309,198.369,235.561,213.326,214.426,202.174,271.805,188.718,239.332,208.291,213.67,224.686,255.251,181.295,241.69,201.924,221.172,227.96,209.946,205.682,185.856,221.503,208.11,182.962,195.458,161.872,222.417,185.978,221.71,199.804,238.332,183.813,232.127,190.825,233.996,220.928,228.573,208.265,210.371,207.935,179.43,195.738,197.087,191.648,236.509,193.019,248.514,186.731,257.277,178.826,238.595,193.083,235.267,188.051,247.528,183.195,215.286,194.27,193.155,207.67,220.689,184.473,183.748,181.266,204.582,183.463,206.126,195.074,232.742,221.563,232.271,186.218,178.428,218.346,243.063,175.504,209.101,200.769,213.657,206.761,237.332,212.389,240.038,212.665,244.376,223.959,236.521,176.428,209.604,191.665,197.15,202.425,196.841,223.124,227.859,182.979,201.529,196.724,235.257,177.494,258.081,185.349,202.881,178.368,202.824,187.113,216.692,175.836,194.285,190.113,200.441,206.04,206.082,177.563,227.291,207.345,199.413,209.605,250.705,197.094,237.398,182.069,248.478,194.201,221.148,190.433,230.585,209.261,221.607,217.752,215.408,203.629,231.681,233.963,208.112,198.333,207.967,219.845,234.251,224.595,223.944,223.765,216.807,178.686,210.574,189.764,237.177,192.188,234.301,200.383,193.467,183.17,216.305,197.598,220.716,194.992,274.966,183.016,259.455,193.383,227.571,184.71
204.252,231.571,202.53,206.269,213.57,216.087,196.88,220.816,215.548,207.386,179.597,194.057,198.897,196.03,220.443,189.653,241.157,213.999,215.418,205.719,186.706,199.099,187.78,201.581,180.528,177.481,190.668,204.697,250.218,179.999,184.562,189.445,203.033,203.558,207.743,199.972,221.059,207.343,230.617,193.289,219.069,212.206,208.424,168.238,230.606,230.344,235.871,195.769,190.667,221.49,185.917,243.87,233.698,194.346,245.45,235.658,237.652,202.931,222.152,198.777,253.203,170.725,259.336,177.067,235.47,186.694,213.798,200.968,211.945,193.497,198.736,197.903,227.624,214.485,205.535,205.391,263.083,188.16,228.966,207.343,205.479,224.714,244.322,179.556,234.427,200.203,213.071,231.048,199.025,206.836,174.467,226.333,196.444,181.625,186.309,160.428,214.661,186.913,215.031,200.67,227.701,182.664,223.926,192.158,223.58,221.205,220.572,207.854,204.465,209.471,169.394,195.992,187.129,193.805,228.866,193.889,240.934,188.447,248.757,177.349,228.444,193.369,225.636,189.469,241.561,184.469,203.366,194.351,187.246,210.694,208.247,185.942,176.638,182.861,195.483,182.753,194.734,194.924,224.449,224.132,223.843,188.927,169.916,222.626,236.808,175.201,202.859,203.147,202.328,209.635,227.661,212.724,231.95,211.363,233.488,225.763,227.073,173.108,200.57,191.783,186.05,206.289,186.317,225.137,218.065,181.702,192.324,198.675,224.559,176.772,248.799,185.846,191.995,177.746,192.409,187.308,210.09,175.486,186.594,191.061,192.93,208.144,195.862,177.912,218.385,209.261,188.189,211.745,241.809,196.147,230.226,180.649,236.748,193.241,211.934,190.272,221.237,208.757,214.547,219.578,205.899,205.02,225.909,237.583,198.109,199.493,196.313,221.602,226.905,226.744,215.843,224.897,205.866,176.366,203.742,190.67,227.892,192.122,225.074,204.001,183.176,184.258,203.615,198.128,210.957,195.141,264.109,180.27,248.716,189.799,219.437,184.98
195.432,235.317,195.185,210.169,206.371,220.837,190.561,223.5,209.613,211.085,172.259,197.133,191.772,200.561,213.745,193.806,234.56,218.012,207.463,207.96,176.192,203.742,179.725,203.114,173.459,181.924,186.197,208.86,244.439,179.648,178.065,195.573,191.961,208.777,200.27,204.246,215.025,211.013,226.213,197.036,215.584,216.139,199.198,171.526,222.528,232.429,227.297,198.535,183.088,225.513,177.993,248.22,224.03,195.416,238.92,240.008,229.148,207.563,214.605,203.312,243.77,172.243,247.589,180.58,226.471,185.52,204.776,205.044,206.445,195.62,188.803,204.071,220.285,217.991,198.245,210.971,255.132,189.917,219.623,210.933,198.012,227.437,233.544,183.058,227.054,201.582,205.875,234.819,190.454,210.464,166.312,233.648,186.757,185.764,178.513,162.463,207.656,189.134,209.245,202.986,218.459,184.455,216.92,197.492,215.574,224.355,213.107,209.805,198.843,212.889,161.332,199.52,179.968,200.505,221.216,197.409,233.912,191.675,239.614,180.802,220.484,197.289,218.098,193.999,235.96,189.246,194.192,199.279,182.66,216.928,198.096,191.83,171.182,188.206,187.247,185.51,186.731,198.673,217.093,227.575,217.757,191.8,163.791,230.28,230.616,177.388,196.699,208.75,194.059,216.817,218.934,216.496,225.142,212.547,225.533,230.504,217.757,173.848,192.751,193.093,177.821,211.803,179.274,229.105,208.758,184.131,184.408,202.687,214.57,178.491,240.565,187.85,182.674,179.982,183.313,190.975,203.848,176.928,178.857,193.859,186.043,211.778,186.602,181.749,210.859,213.025,179.632,216.906,233.441,198.314,223.724,180.119,227.064,196.484,204.667,194.832,212.669,210.782,208.745,224.977,197.932,210.26,221.443,243.252,189.359,204.73,186.722,225.728,221.341,229.54,208.011,229.55,197.174,176.629,197.391,194.52,219.642,193.856,218.397,210.715,175.161,189.573,194.08,202.208,202.671,199.027,254.38,181.27,239.289,189.749,211.575,188.1
189.159,241.565,188.494,215.612,200.349,228.79,184.947,227.736,204.154,217.198,165.894,202.007,185.892,207.305,208.363,200.102,229.024,224.091,200.654,214.068,167.045,210.178,172.369,206.733,168.859,188.989,181.47,215.629,238.711,181.972,174.509,204.969,183.362,217.417,194.732,211.509,209.543,217.321,223.872,204.065,214.053,223.722,191.594,179.404,215.812,237.405,219.439,205.071,177.793,232.629,170.904,254.249,215.61,199.925,234.493,246.179,222.847,215.554,207.84,209.841,235.323,176.74,237.457,188.83,218.186,188.594,197.387,211.79,201.358,199.645,180.022,214.108,213.394,223.939,192.868,218.561,247.964,194.374,211.973,218.581,192.787,234.248,223.778,189.71,219.669,206.677,200.929,240.342,184.888,217.105,160.843,242.711,179.448,193.665,172.586,168.985,201.361,193.293,203.906,207.685,211.047,190.061,210.672,205.628,209.858,230.751,207.104,214.672,193.59,218.864,154.796,205.622,174.877,209.986,214.753,204.399,227.008,195.728,231.594,188.059,214.539,204.359,211.853,201.379,230.802,196.928,188.771,208.929,178.745,225.293,190.205,200.774,166.906,196.104,179.936,191.5,181.372,205.852,211.549,233.155,212.814,195.564,159.485,240.167,224.191,181.462,191.637,216.33,188.549,226.735,211.81,223.915,219.018,217.188,219.672,237.801,208.64,178.552,186.429,197.148,172.292,219.038,175.339,236.129,200.6,189.613,178.63,208.914,205.425,182.578,233.697,192.003,175.119,185.32,175.552,196.792,199.012,181.819,172.62,199.916,180.225,217.324,179.016,189.053,204.547,219.416,172.952,224.199,225.725,203.071,216.601,181.363,219.107,202.459,199.168,203.104,205.691,216.496,203.471,233.06,192.814,220.133,217.022,249.848,182.474,212.354,179.711,232.424,218.154,235.457,201.601,237.274,189.831,179.784,191.514,200.276,212.375,198.38,214.315,219.708,168.228,197.528,186.902,209.234,196.584,206.672,245.993,186.347,231.133,193.972,204.263,193.003
185.111,248.288,182.79,221.7,195.024,237.332,180.066,232.813,199.281,224.497,160.744,208.286,181.858,214.999,204.35,207.228,224.657,230.702,195.009,222.141,159.662,216.065,166.26,211.716,166.436,197.189,176.919,223.29,232.967,186.4,172.163,214.497,177.02,226.419,190.459,219.929,205.318,224.657,222.55,212.7,213.396,233.65,186.066,188.683,210.932,244.185,213.212,212.323,174.63,241.05,165.558,261.026,208.914,206.009,232.255,253.137,218.085,223.777,202.177,216.117,228.668,182.482,230.078,196.87,211.667,194.654,191.51,218.84,196.544,205.282,173.145,223.113,207.246,230.469,188.938,226.113,241.782,199.844,206.315,227.302,190.151,243.225,216.019,195.684,213.05,213.405,198.151,247.327,181.648,225.22,156.787,251.047,174.068,201.404,168.157,177.428,195.711,198.515,198.568,213.733,205.618,197.251,205.037,213.519,205.402,238.163,203.252,220.95,188.531,225.705,149.197,211.567,170.514,218.523,210.187,212.854,220.259,199.53,226.061,195.563,209.547,211.63,206.303,209.044,226.273,205.004,185.879,219.24,174.882,233.251,184.255,209.073,163.212,203.693,173.59,197.975,177.327,212.99,207.633,239.911,207.547,199.887,156.173,249.249,218.046,185.444,187.91,223.366,184.558,235.598,206.367,232.405,213.029,223.46,214.508,245.282,200.831,184.736,181.625,203.14,168.283,226.276,172.835,244.568,194.273,195.255,174.592,216.062,198.003,187.27,227.983,197.445,169.396,191.683,169.072,202.142,195.221,188.939,168.361,207.952,175.684,223.571,173.436,196.937,199.06,227.068,167.526,231.129,219.166,208.394,208.912,183.948,212.542,207.848,194.872,211.337,200.439,223.989,198.204,241.126,190.295,231.683,212.013,255.812,177.582,219.154,174.783,239.811,216.17,243.986,197.314,245.558,183.208,184.351,186.126,205.931,206.263,204.358,211.794,228.4,161.937,204.581,181.025,216.404,192.324,215.349,239.162,192.477,224.162,199.891,198.095,198.068
182.168,254.557,178.576,228.489,190.89,244.943,176.213,238.349,195.214,231.816,156.639,215.334,179.481,222.937,201.914,214.376,221.265,237.053,190.8,230.208,154.333,221.689,162.268,217.887,165.282,205.251,173.259,230.507,227.423,191.215,169.757,222.349,172.416,234.579,187.123,227.916,202.687,231.861,220.962,220.469,212.453,243.047,182.13,196.826,207.622,251.445,208.689,218.894,173.028,249.057,162.389,268.281,203.735,212.286,231.53,260.054,214.821,230.745,197.924,221.844,223.698,188.677,225.115,203.107,206.958,201.782,187.366,225.488,192.597,211.712,168.6,230.31,202.645,236.747,186.078,233.336,236.342,205.102,202.615,235.57,189.124,251.846,210.107,200.217,207.81,219.686,196.43,254.804,179.652,233.573,154.099,258.246,169.941,207.865,164.232,185.242,190.792,204.09,193.395,219.81,201.768,204.251,200.462,220.412,201.677,245.174,201.395,227.495,183.454,231.687,144.38,216.786,166.543,225.306,207.443,220.947,214.109,203.853,222.488,201.711,204.69,217.776,201.825,215.94,222.495,212.359,183.523,227.59,171.356,240.251,180.131,215.814,160.33,209.996,168.047,203.547,174.042,218.766,204.742,246.658,202.149,204.735,154.265,256.855,212.596,188.747,184.9,229.462,181.653,242.601,202.193,240.14,207.512,229.579,209.808,252.259,195.157,191.078,178.003,209.582,165.194,233.136,170.905,252.587,189.867,200.242,171.289,223.508,192.787,192.106,223.158,203.783,165.711,197.987,163.638,206.778,191.078,196.065,165.239,216.05,172.724,229.935,169.52,203.799,194.747,234.858,163.572,237.461,213.838,213.825,201.999,187.932,207.092,212.3,191.718,218.106,196.506,231.486,193.318,248.224,189.396,241.884,207.214,261.467,174.312,224.792,171.473,246.932,214.084,252.743,195.112,253.039,177.508,189.785,181.299,211.281,201.716,210.686,210.182,236.065,157.052,210.238,176.326,222.879,189.347,223.232,233.731,197.952,218.231,205.695,193.296,203.692
